50,74
50,46
50,135
50,52
50,107
50,70
50,47
50,127
50,131
50,116
50,130
50,70
50,116
50,78
51,79
51,38
51,99
51,130
51,71
51,117
51,46
51,123
51,119
51,95
51,135
51,119
51,59
51,83
51,119
51,50
51,69
51,80
52,77
52,127
52,43
52,41
52,70
52,131
52,57
52,49
52,43
52,84
52,50
52,120
52,117
52,127
52,127
52,108
52,99
52,128
52,76
52,108
52,45
52,124
52,114
52,103
53,36
53,112
53,65
53,104
53,125
53,134
53,113
53,65
53,58
53,100
53,49
53,82
53,41
53,104
53,50
53,54
53,122
53,51
53,64
53,119
53,121
53,49
53,127
53,64
54,95
54,130
54,40
54,117
54,92
54,47
54,104
54,91
54,134
54,121
54,58
54,92
54,122
54,132
54,86
54,131
54,62
54,68
54,57
54,99
54,126
54,117
55,63
55,87
55,71
55,126
55,93
55,40
55,52
55,115
55,89
55,72
55,85
55,76
55,110
55,82
55,71
55,58
55,83
55,61
55,116
55,77
55,121
55,54
55,37
55,67
56,41
56,135
56,132
56,67
56,123
56,79
56,99
56,74
56,55
56,84
56,74
56,42
56,115
56,55
56,65
56,129
56,122
56,65
56,37
56,53
56,114
56,59
57,117
57,68
57,101
57,80
57,90
57,131
57,71
57,73
57,122
57,121
57,125
57,126
57,75
57,123
57,126
57,107
57,44
57,96
58,47
58,44
58,117
58,89
58,64
58,59
58,71
58,101
58,43
58,60
58,134
58,66
58,107
58,100
58,48
58,81
58,129
58,85
59,81
59,112
59,102
59,103
59,93
59,83
59,113
59,120
59,73
59,58
59,95
59,136
59,71
59,68
59,108
59,42
59,87
59,128
59,50
59,123
59,126
59,126
59,82
59,62
60,57
60,54
60,68
60,104
60,120
60,79
60,44
60,36
60,74
60,103
60,87
60,36
60,96
60,114
60,126
60,59
60,38
60,40
60,109
60,50
60,121
60,72
60,78
60,101
60,95
61,82
61,46
61,58
61,82
61,44
61,55
61,76
61,115
61,74
61,41
61,123
61,64
61,78
61,39
61,77
61,123
61,62
61,132
61,83
61,132
61,84
61,101
61,72
62,73
62,124
62,96
62,42
62,130
62,85
62,48
62,70
62,69
62,121
62,129
62,67
62,57
62,96
62,82
62,95
62,101
62,99
62,124
62,125
62,57
62,128
62,85
62,84
63,92
63,111
63,130
63,89
63,110
63,57
63,112
63,69
63,124
63,97
63,126
63,114
63,71
63,88
63,77
63,50
63,126
63,44
63,128
63,121
63,59
63,122
63,67
63,92
64,133
64,56
64,123
64,116
64,105
64,70
64,60
64,56
64,120
64,78
64,135
64,88
64,107
64,67
64,76
64,60
64,134
65,131
65,96
65,105
65,72
65,48
65,125
65,71
65,57
65,126
65,121
65,128
65,136
65,55
65,53
65,57
65,78
65,133
66,68
66,74
66,76
66,90
66,73
66,98
66,44
66,83
66,47
66,114
66,100
66,134
66,115
66,101
66,102
66,77
66,49
66,123
66,106
66,47
66,84
66,96
67,88
67,105
67,127
67,50
67,120
67,73
67,123
67,89
67,63
67,121
67,44
67,98
67,104
67,86
67,49
67,98
68,99
68,130
68,97
68,102
68,77
68,59
68,70
68,121
68,132
68,47
68,49
68,126
68,104
68,132
68,117
68,90
68,136
68,47
68,36
69,100
69,85
69,102
69,63
69,67
69,66
69,119
69,115
69,74
69,121
69,118
69,120
69,61
69,126
69,60
69,71
70,49
70,120
70,39
70,45
70,63
70,98
70,45
70,95
70,117
70,86
70,58
70,122
70,108
70,77
70,113
70,40
70,99
70,90
70,76
70,44
70,124
71,36
71,50
71,75
71,134
71,102
71,101
71,61
71,96
71,61
71,85
71,103
71,53
71,125
71,125
71,57
71,38
71,39
71,43
71,70
72,68
72,82
72,77
72,94
72,135
72,52
72,62
72,81
72,74
72,79
72,89
72,44
72,36
72,67
72,133
72,78
72,134
72,38
72,106
72,85
72,122
73,77
73,62
73,67
73,42
73,120
73,81
73,72
73,79
73,55
73,51
73,106
73,129
73,117
73,112
73,75
73,121
73,131
73,79
73,99
73,113
74,70
74,100
74,39
74,97
74,119
74,101
74,109
74,112
74,126
74,114
74,120
74,52
74,128
74,121
74,77
74,55
74,135
74,92
74,83
75,121
75,115
75,36
75,103
75,81
75,128
75,87
75,52
75,67
75,135
75,106
75,121
75,53
75,51
75,38
75,122
75,73
75,41
75,106
76,70
76,61
76,104
76,52
76,104
76,109
76,93
76,81
76,124
76,49
76,87
76,64
76,113
76,60
76,43
76,70
76,42
76,51
76,132
76,106
76,108
77,73
77,60
77,116
77,48
77,117
77,70
77,102
77,59
77,74
77,124
77,134
77,98
77,135
77,71
77,106
77,123
77,112
77,100
77,101
78,128
78,57
78,40
78,59
78,89
78,131
78,104
78,54
78,60
78,57
78,88
78,105
78,61
78,82
78,133
78,81
78,41
78,74
78,42
78,72
78,117
78,113
78,130
79,63
79,127
79,102
79,60
79,124
79,97
79,62
79,105
79,60
79,95
79,76
79,66
79,103
79,72
79,56
79,65
79,56
79,126
79,136
80,116
80,121
80,42
80,41
80,129
80,46
80,68
80,38
80,103
80,102
80,52
80,59
80,74
80,94
80,38
80,106
80,105
80,110
80,48
80,65
80,38
80,94
81,108
81,52
81,75
81,75
81,71
81,77
81,40
81,71
81,101
81,41
81,101
81,36
81,82
81,89
81,82
81,66
81,69
81,104
81,41
81,94
81,125
82,57
82,135
82,74
82,54
82,111
82,41
82,134
82,112
82,75
82,37
82,83
82,78
82,84
82,62
82,128
82,118
83,91
83,61
83,123
83,112
83,81
83,125
83,107
83,135
83,43
83,133
83,85
83,72
83,67
83,88
83,75
83,39
83,109
83,65
83,131
83,92
83,129
83,38
83,105
84,108
84,108
84,129
84,52
84,110
84,83
84,115
84,121
84,100
84,42
84,57
84,69
84,100
84,122
84,133
84,76
84,131
84,62
84,134
84,68
84,91
84,105
84,44
84,69
85,99
85,90
85,70
85,70
85,84
85,114
85,57
85,107
85,118
85,57
85,90
85,89
85,121
85,38
85,69
85,100
85,88
85,43
85,120
85,72
85,60
85,55
85,134
85,72
86,89
86,76
86,133
86,68
86,113
86,135
86,120
86,89
86,49
86,46
86,81
86,76
86,77
86,104
86,60
86,91
86,89
86,78
87,73
87,115
87,122
87,131
87,129
87,104
87,104
87,44
87,64
87,129
87,69
87,52
87,83
87,76
87,58
87,45
87,54
87,44
87,125
87,55
87,60
87,134
87,86
87,135
88,120
88,130
88,54
88,82
88,86
88,44
88,50
88,79
88,111
88,103
88,86
88,115
88,80
88,55
88,66
88,51
88,132
88,73
88,64
88,102
88,41
88,132
89,96
89,101
89,73
89,71
89,49
89,37
89,106
89,121
89,44
89,37
89,55
89,94
89,66
89,44
89,110
89,128
89,39
89,104
89,47
89,76
89,42
89,92
89,45
89,128
90,73
90,45
90,94
90,60
90,122
90,119
90,73
90,55
90,125
90,44
90,91
90,68
90,49
90,120
90,111
90,115
90,102
90,43
90,111
90,86
90,36
90,98
90,111
90,127
91,80
91,106
91,43
91,41
91,111
91,71
91,55
91,38
91,42
91,58
91,56
91,79
91,115
91,57
91,70
91,124
91,52
91,83
91,130
91,109
91,74
92,105
92,71
92,61
92,122
92,133
92,98
92,136
92,97
92,88
92,48
92,104
92,59
92,43
92,67
92,50
92,62
92,58
92,60
92,77
92,97
92,67
92,74
92,41
92,122
92,36
93,70
93,100
93,115
93,54
93,122
93,40
93,116
93,63
93,123
93,54
93,111
93,48
93,116
93,47
93,83
93,113
93,126
93,60
93,48
93,39
93,46
93,79
93,127
93,95
93,51
94,47
94,36
94,37
94,113
94,106
94,70
94,69
94,133
94,78
94,126
94,93
94,81
94,115
94,119
94,90
94,75
94,40
94,96
95,73
95,72
95,89
95,128
95,136
95,56
95,103
95,93
95,102
95,99
95,98
95,61
95,105
95,55
95,40
95,42
95,46
95,136
95,131
95,55
95,49
95,47
95,63
95,72
96,83
96,67
96,90
96,70
96,102
96,124
96,63
96,63
96,121
96,119
96,56
96,87
96,52
96,48
96,85
96,59
96,97
96,77
96,66
96,56
96,136
96,41
96,95
96,91
96,90
97,129
97,98
97,133
97,119
97,92
97,47
97,100
97,110
97,47
97,102
97,131
97,65
97,114
97,79
97,95
97,87
97,63
97,67
97,53
97,94
97,136
97,65
98,43
98,99
98,121
98,50
98,54
98,90
98,120
98,87
98,73
98,129
98,47
98,56
98,58
98,118
98,124
98,65
98,136
98,100
98,40
98,80
98,36
98,75
99,136
99,108
99,76
99,103
99,45
99,103
99,113
99,60
99,82
99,80
99,85
99,87
99,135
99,122
99,84
99,41
99,77
99,134
99,71
100,86
100,108
100,68
100,94
100,121
100,136
100,58
100,107
100,47
100,76
100,40
100,44
100,122
100,47
100,67
100,128
100,42
100,92
100,84
100,98
100,86
100,62
100,132
100,44
100,79
101,47
101,80
101,68
101,109
101,54
101,59
101,82
101,92
101,128
101,49
101,113
101,74
101,73
101,118
101,43
101,107
101,85
101,103
101,39
102,55
102,125
102,43
102,44
102,57
102,85
102,115
102,40
102,110
102,112
102,110
102,92
102,67
102,47
102,36
102,114
102,105
102,128
102,48
102,89
102,74
102,132
102,89
102,58
103,67
103,134
103,71
103,48
103,53
103,93
103,85
103,42
103,75
103,106
103,84
103,118
103,48
103,44
103,73
103,66
104,70
104,73
104,134
104,91
104,52
104,80
104,57
104,65
104,80
104,94
104,131
104,132
104,78
104,119
104,98
104,51
105,49
105,125
105,114
105,103
105,93
105,113
105,128
105,37
105,67
105,63
105,70
105,77
105,73
105,77
105,135
105,61
105,95
105,117
105,37
105,101
105,123
105,83
105,83
105,78
106,65
106,114
106,101
106,45
106,79
106,42
106,123
106,86
106,112
106,85
106,49
106,94
106,123
106,44
106,51
106,107
106,78
107,108
107,108
107,102
107,106
107,36
107,94
107,136
107,74
107,127
107,116
107,69
107,55
107,117
107,98
107,42
107,82
107,119
107,72
107,56
107,125
107,36
107,40
107,56
107,103
107,114
108,76
108,54
108,133
108,59
108,56
108,121
108,46
108,90
108,70
108,96
108,62
108,88
108,82
108,76
108,62
109,67
109,72
109,70
109,104
109,120
109,52
109,86
109,105
109,103
109,63
109,85
109,112
109,106
109,58
109,56
109,98
109,120
109,71
109,80
109,96
109,111
109,63
109,83
109,66
109,117
110,118
110,94
110,44
110,52
110,111
110,37
110,50
110,116
110,101
110,41
110,91
110,72
110,71
110,111
110,44
110,111
110,62
110,51
111,53
111,115
111,49
111,92
111,80
111,100
111,79
111,84
111,115
111,81
111,57
111,126
111,76
111,107
111,131
111,122
111,50
111,87
111,56
111,79
112,60
112,132
112,90
112,85
112,41
112,88
112,55
112,75
112,123
112,124
112,136
112,39
112,108
112,82
112,50
112,41
112,45
112,93
112,87
112,84
112,84
112,57
113,106
113,41
113,48
113,80
113,117
113,55
113,79
113,123
113,44
113,82
113,103
113,79
113,109
113,73
113,36
113,81
113,71
113,58
113,114
113,98
113,110
113,70
114,129
114,42
114,88
114,101
114,72
114,73
114,129
114,39
114,82
114,134
114,38
114,40
114,107
114,103
114,104
114,50
114,132
114,98
114,130
114,104
114,64
114,109
114,124
114,97
114,132
115,45
115,129
115,48
115,101
115,111
115,76
115,101
115,100
115,108
115,81
115,50
115,79
115,97
115,73
115,74
115,63
115,69
115,47
115,136
115,100
115,38
115,100
115,100
115,63
116,110
116,105
116,65
116,97
116,95
116,68
116,77
116,93
116,87
116,59
116,92
116,110
116,55
116,37
116,129
116,46
116,36
116,106
116,41
116,113
116,59
116,43
116,75
116,45
116,129
117,72
117,131
117,79
117,136
117,130
117,69
117,78
117,103
117,56
117,63
117,46
117,73
117,118
117,115
117,131
117,71
117,51
117,36
117,104
117,119
117,111
117,63
117,71
118,83
118,36
118,39
118,63
118,116
118,39
118,76
118,120
118,121
118,109
118,51
118,116
118,108
118,39
118,94
118,39
118,105
118,81
118,113
118,44
118,105
118,77
118,106
118,67
118,117
119,99
119,93
119,92
119,78
119,71
119,126
119,128
119,120
119,104
119,68
119,115
119,109
119,74
119,129
119,135
119,46
120,116
120,108
120,59
120,113
120,78
120,41
120,119
120,112
120,78
120,37
120,104
120,126
120,64
120,135
120,113
120,59
120,129
120,104
120,113
120,128
120,102
121,128
121,81
121,62
121,122
121,133
121,103
121,93
121,117
121,117
121,135
121,53
121,115
121,129
121,46
121,107
121,99
121,56
121,83
121,136
121,112
122,115
122,82
122,123
122,59
122,109
122,67
122,53
122,134
122,55
122,38
122,86
122,72
122,112
122,80
122,78
122,133
122,84
123,59
123,97
123,53
123,114
123,42
123,127
123,84
123,71
123,92
123,37
123,92
123,43
123,110
123,108
123,105
123,45
123,100
123,87
123,81
123,126
124,119
124,41
124,54
124,47
124,71
124,105
124,93
124,87
124,99
124,43
124,92
124,135
124,65
124,85
124,107
125,136
125,101
125,127
125,89
125,127
125,114
125,114
125,95
125,91
125,106
125,52
125,122
125,119
125,48
125,74
125,41
125,130
125,89
125,83
126,127
126,64
126,60
126,124
126,68
126,87
126,48
126,124
126,96
126,92
126,51
126,90
126,56
126,85
126,122
126,45
126,61
126,113
126,90
126,76
126,60
126,100
126,131
126,47
126,133
127,41
127,128
127,82
127,61
127,112
127,102
127,82
127,69
127,106
127,71
127,40
127,120
127,104
127,74
127,100
127,37
127,104
128,91
128,40
128,53
128,133
128,97
128,136
128,107
128,48
128,86
128,52
128,114
128,133
128,105
128,121
128,124
128,115
128,92
128,54
128,90
129,70
129,53
129,101
129,36
129,36
129,38
129,42
129,130
129,89
129,58
129,75
129,89
129,119
129,125
129,40
129,69
129,75
129,98
130,98
130,66
130,72
130,82
130,103
130,126
130,131
130,79
130,110
130,86
130,127
130,38
130,65
130,59
130,79
130,45
130,110
130,40
130,109
130,71
130,62
130,44
130,101
130,46
130,71
131,97
131,93
131,61
131,75
131,76
131,107
131,104
131,122
131,94
131,92
131,38
131,87
131,83
131,125
131,136
131,66
131,75
132,47
132,37
132,69
132,62
132,122
132,128
132,125
132,51
132,77
132,70
132,74
132,56
132,77
132,111
132,116
132,90
132,95
132,66
133,48
133,37
133,85
133,112
133,63
133,110
133,87
133,68
133,87
133,66
133,73
133,50
133,82
133,135
133,96
133,63
134,94
134,58
134,45
134,65
134,47
134,133
134,129
134,100
134,48
134,95
134,54
134,69
134,120
134,75
134,90
135,80
135,123
135,84
135,40
135,59
135,43
135,109
135,82
135,70
135,81
135,45
135,70
135,53
135,98
135,47
135,67
